i,j,owner1,owner2,token_set,rapidfuzz,levenshtein,core_sim,label
74838,282435,PIONEER GLASS INDUSTRIES,PIONEER ENGINEERING,60.46511627906977,60.46511627906976,12,100.0,
277718,298495,SRINIVASA MARBLES,SRINIVASA KONDURG MINERALS,69.23076923076923,65.11627906976744,13,69.23076923076923,
69480,153268,HIMALAYAN BUILDERS PROMOTERS,HIMALAYAN STEEL INDUSTRIES,62.96296296296296,59.25925925925925,15,100.0,
26712,229651,SHIVAM MINES MINERALS,SPT MINES,71.42857142857143,46.666666666666664,14,71.42857142857143,
113183,313630,ROHIT DINKAR ARCHITECTS,UDVIZ ARCHITECTS,76.92307692307692,66.66666666666667,11,76.92307692307692,
147884,325505,HAPTIK ARCHITECTS,KUND ARCHITECTS,80.0,75.0,6,80.0,
133999,326234,PIONEER HI BRED,PIONEER ERA MERCHANTS,63.63636363636363,55.55555555555556,11,63.63636363636363,
315984,336148,MYLES HIGH HEALTH CONCEPTS,SOLAR CONCEPTS,72.72727272727272,55.00000000000001,15,72.72727272727272,
79314,218205,IMPERIAL SHAH STORE,S C SHAH,66.66666666666666,37.03703703703704,14,66.66666666666666,
126628,251845,S P TEXTILE PROCESSORS,SAMRIDDHI PROCESSORS INDIA,62.5,54.16666666666667,15,66.66666666666666,
53115,281938,MURALI KRISHNA MINES MINERALS,JL DAGA MINES MINERALS,77.77777777777777,70.58823529411764,11,77.77777777777777,
158624,160732,VENKATESWARA HARDWARES,VENKATESWARA SAI ENTERPRISES,70.58823529411765,72.0,11,85.71428571428571,
99362,236283,M K SHAH EXPORTS,SHAH SONS,61.53846153846154,56.00000000000001,9,61.53846153846154,
61474,279775,NEXA PROCESSORS,SAI STEEL PROCESSORS,80.0,68.57142857142857,8,83.33333333333333,
13834,225314,PREMIER SALES SERVICE,PREMIER PLASMOTEC,63.1578947368421,63.1578947368421,10,70.0,
91628,197236,ALLIANCE WORLD WIDE HEALTH TECH,SARATHEE ALLIANCE,64.0,33.333333333333336,24,64.0,
166059,229551,ANGEL ADS,ALLROUNDER ADS,60.869565217391305,60.86956521739131,7,60.869565217391305,
14380,91267,JUPITER OFFICE SOLUTION,SMART OFFICE SOLUTIONS,75.55555555555556,75.55555555555556,7,66.66666666666666,
58093,115572,RSA ARCHITECTS,PDP ARCHITECTS,83.33333333333333,78.57142857142857,3,83.33333333333333,
271436,314431,PIONEER EMBROIDERIES,PIONEER PROJECTS,66.66666666666666,66.66666666666667,8,100.0,
93768,154136,SUPERMARKET GROCERY SUPPLIES,AMMONIA SUPPLIES,66.66666666666666,50.0,17,66.66666666666666,
69310,324148,CONCEPT FACTORY,MODERN CONCEPTS,66.66666666666666,46.666666666666664,12,66.66666666666666,
81241,300949,UNIVERSAL MEDICAL,WELSPRING UNIVERSAL,69.23076923076923,50.0,15,69.23076923076923,
7016,129418,MANAGING PARTNER ABIN ANTU MATHEW,DESIGNATED PARTNER JOSHY MATHEW,62.5,56.25,18,62.5,
196733,310266,SHREE MINES MINERALS,SHUBHAM MINES MINERALS,82.35294117647058,80.95238095238095,5,82.35294117647058,
125616,290010,VIJAYA SHIRISHA INPORT EXPORTS,VIJAYA MOTELS,63.1578947368421,51.162790697674424,19,63.1578947368421,
288439,309902,SRINIVASA DAIRY,LAKSHMI SRINIVASA SAGO FACTORY,75.0,57.77777777777777,17,75.0,
160843,219792,KRISHNA SAW MILLS WOOD WORKS,ASV WOOD WORKS,83.33333333333333,61.904761904761905,15,66.66666666666666,
36452,161622,JAI SRI VENKATESWARA TRADERS,VENKATESWARA COTTON TRADERS,85.1063829787234,72.72727272727273,15,77.41935483870968,
27455,173439,ELITE GOODS ENTERPRISE,ELITE CABS,66.66666666666666,43.75,15,66.66666666666666,
21563,86914,UNIVERSAL CHEMSOL,UNIVERSAL BHARAT GAS,69.23076923076923,64.86486486486487,9,81.81818181818181,
128973,255043,HOTEL RAMSEWKA RESIDENCY,H K RESIDENCY,81.81818181818181,70.27027027027026,11,81.81818181818181,
49313,308732,QED KARES PACKERS,MEGHDOOT CORRUGATORS PACKERS,62.22222222222222,62.22222222222222,15,62.22222222222222,
96732,197759,VANDANA MINES MINERALS,RAMAKRISHNA MAGNESITE MINES,61.224489795918366,61.224489795918366,16,61.224489795918366,
216604,220552,UNIVERSAL HEALTH SERVICES,UNIVERSAL ELECTRIC,74.4186046511628,74.4186046511628,10,100.0,
300258,304771,M SRINIVASA REDDY,SRINIVASA PRODUCTS,69.23076923076923,68.57142857142857,8,69.23076923076923,
20486,164965,VENKATESWARA PLASTICS,VENKATESWARA AUTOMOTIVE,72.72727272727272,72.72727272727273,8,72.72727272727272,
222941,228422,SRINIVASA SOLUTIONS,SRINIVASA MOTORS,80.0,80.0,5,100.0,
21471,241440,SUPRIYA PACKERS,SRS PACKERS MOVERS,63.63636363636363,60.60606060606061,12,63.63636363636363,
20495,333240,SHREE VENKATESWARA STONE CRUSHER,VENKATESWARA PLASTERS,72.72727272727272,67.9245283018868,17,72.72727272727272,
227390,256980,GEETA SREE LOGISTICS,GEETA TOOLS,62.5,51.61290322580645,12,66.66666666666666,
54419,332318,SEA VIEW RESORT,SEA VIEW DEVELOPERS,70.58823529411765,70.58823529411764,7,70.58823529411765,
269715,309214,VENKATESWARA PAPER,SREE VENKATESWARA DIESEL SYSTEMS,80.0,56.00000000000001,18,80.0,
84163,306382,UNIVERSAL SILK MILLS,UNIVERSAL PEACE CENTRE,62.06896551724138,52.38095238095239,11,62.06896551724138,
247988,250455,VENKATESWARA SANITARY,VENKATESWARA HOTELS INDIA,73.91304347826087,73.91304347826086,11,77.41935483870968,
20808,37645,SREE SAI VENKATESWARA CONSTRUCTIONS,VENKATESWARA,100.0,51.06382978723405,23,100.0,
124300,309452,SHREE SHYAM READYMIX,RAR READYMIX FLYASH BRICKS,60.869565217391305,47.82608695652174,21,60.869565217391305,
24771,254010,ANJALI LABTECH,ANJALI AUTO CENTRE,62.5,62.5,9,66.66666666666666,
103243,138349,SHINE ENCLAVE,SUN SHINE DENTAL,62.06896551724138,62.06896551724138,9,62.06896551724138,
339613,343716,VAPURI CONSTRUCTIONS ARCHITECTS,NEEV ARCHITECTS INT URBAN D C,60.0,40.0,25,74.07407407407408,
74830,313438,GLOBE CIVIL PROJECTS,GOOD CIVIL WORKS,61.111111111111114,61.111111111111114,9,76.19047619047619,
87968,168132,SRINIVASA MINERAL INDUSTRIES,SRINIVASA SALES SERVICES,61.53846153846154,69.23076923076923,13,75.0,
152453,210015,CHAIRMAN PROCESSORS,GROWEL PROCESSORS,74.07407407407408,66.66666666666667,8,74.07407407407408,
21563,147330,UNIVERSAL CHEMSOL,UNIVERSAL CREATIONS,72.22222222222223,72.22222222222221,6,72.22222222222223,
34978,168957,WELL WORTH PACKERS,SAMRAT PACKERS MOVERS,61.53846153846154,51.28205128205128,16,61.53846153846154,
162239,328219,GANAPATI STEEL FURNITURE,GANAPATI TOURS TRAVELS,69.56521739130434,65.21739130434783,13,100.0,
22066,176173,SRINIVASA BLUE METAL,SRISRINIDHI SRINIVASA CONSTRUCTIONS,62.06896551724138,43.63636363636364,24,62.06896551724138,
94583,269243,THOMAS ELIAS P MANAGING PARTNER,SALES THOMAS,66.66666666666666,27.906976744186053,26,66.66666666666666,
36461,227473,VENKATESWARA TRANSPORTS,SREE PADMAVATHI VENKATESWARA,68.57142857142857,47.05882352941176,22,100.0,
107049,345883,PIONEER AUTO SERVICE,PIONEER MACHINES AUTOMATION,63.829787234042556,55.319148936170215,16,100.0,
169263,254995,NIDHI PACKERS,SHANTI PACKERS MOVERS,70.0,58.82352941176471,12,70.0,
149733,217551,SPEED BIRD TRAVELS,CUT SPEED TOOLS,60.60606060606061,54.54545454545454,13,66.66666666666666,
198065,294228,MULKH RAJ ASHOK KUMAR,ASHOK KUMAR ARORA OIL,68.75,52.38095238095239,18,68.75,
90080,166986,REGIONAL TRANSPORT OFFICE MYS WEST,REGINAL TRANSPORT OFFICE DAUSA,81.25,81.25,8,72.72727272727272,
116659,226203,DEIVANAI WOOD WORKS,VENKATESHWARA WOOD WORKS,68.9655172413793,65.11627906976744,10,51.61290322580645,
70444,336065,SRINIVASA MINERALS,SRINIVASA ENG FABRICATIONS,66.66666666666666,63.63636363636363,13,66.66666666666666,
183442,301725,UNIVERSAL BUS SERVICES,SHIVA UNIVERSAL MFG SERVICE,77.55102040816327,73.46938775510203,10,81.81818181818181,
140736,265051,UNIVERSAL ENTERPRISE,UNIVERSAL ENTERPRISES,97.5609756097561,97.5609756097561,1,100.0,
1082,143517,SRINIVASA EDIFICE,SRINIVASA CONSTRUCTIONS,69.23076923076923,55.00000000000001,12,100.0,
95646,252619,UNIVERSAL CONTRACTORS ENG,CHANDRAKALA UNIVERSAL,60.869565217391305,39.13043478260869,20,60.869565217391305,
107522,143946,VIJAYA DURGA ENTERPRISES,VIJAYA CREATIONS,60.0,60.0,12,66.66666666666666,
77075,198063,PROPRIETOR ARUN,ARUN ENTERPRISES,64.51612903225806,32.25806451612904,13,100.0,
129707,277718,SRINIVASA SPECIALITY HOSPITAL,SRINIVASA MARBLES,69.23076923076923,56.52173913043479,17,69.23076923076923,
202555,246677,UNIVERSAL INDU EQU TEC SERVICE,UNIVERSAL TRADING,69.23076923076923,55.319148936170215,18,100.0,
176107,229290,MG PARTNER MATHEW JOY DOMINIC,RONEY MATHEW MANAGING DIRECTOR,61.016949152542374,54.23728813559322,22,61.016949152542374,
102092,335332,PIONEER ELECTRICALS ELECTRONICS,PIONEER SALES,70.0,54.54545454545454,19,70.0,
129985,195030,BEST SECURITY SERVICES,BEST ENTERPRISES,63.1578947368421,63.1578947368421,11,100.0,
254005,287420,AKS UNIVERSAL MAGNETICS,UNIVERSAL PLASTICSS INDUSTRIES,64.15094339622641,56.60377358490566,19,76.19047619047619,
143517,298495,SRINIVASA CONSTRUCTIONS,SRINIVASA KONDURG MINERALS,65.3061224489796,65.3061224489796,11,100.0,
21663,304771,SRINIVASA INFRA PROJECTS,SRINIVASA PRODUCTS,76.19047619047619,76.19047619047619,8,100.0,
98596,114805,GANAPATI MARKETING,GANAPATI CABLES,69.56521739130434,66.66666666666667,7,69.56521739130434,
70396,209999,VIJAYA SAI CONSTRUCTIONS,VIJAYA DURGA CONSTRUCTIONS,90.9090909090909,88.0,5,75.0,
326545,347595,GLOBAL INDUSTRIAL SUPPLIES,A V SUPPLIES,80.0,57.89473684210527,15,80.0,
282965,300177,SSB ENGINEERS,SSB SERVICES,64.0,64.0,6,100.0,
50590,155993,UNIVERSAL AGRO,UNIVERSAL FLYING SERVICES,78.26086956521739,61.53846153846154,13,78.26086956521739,
44690,296731,UNIVERSAL LOGISTICS EXPRESS,UNIVERSAL INFRA,75.0,57.14285714285714,15,100.0,
79314,271919,IMPERIAL SHAH STORE,SHAH COMMERCIAL,64.70588235294117,41.17647058823529,17,64.70588235294117,
41,100712,VENKATA KAVYA ENTERPRISES,VENKATA LAKSHMI ENTERPRISES,86.36363636363636,80.76923076923077,6,70.0,
159834,286490,NARMADA SPINNING,KAKKAR SPINNING MILLS,66.66666666666666,59.45945945945945,11,66.66666666666666,
77120,269187,MARTIN JOSEPH PROPRIETOR,JOSE JOSEPH PROPRIETOR,87.17948717948718,78.26086956521739,6,87.17948717948718,
191367,191978,UNIVERSAL FIRE PROTECTION SERVICES,UNIVERSAL REALTORS,66.66666666666666,61.53846153846154,18,66.66666666666666,
276347,336463,PIONEER DRILLING,PIONEER EXPORTS,63.63636363636363,58.06451612903225,8,63.63636363636363,
53780,129363,THOMAS,DIRECTOR BOBBY THOMAS,100.0,44.44444444444444,15,100.0,
166288,199552,PREMIER TRANSPORT LT,PREMIER LOOMS MANU,63.1578947368421,52.63157894736843,11,82.35294117647058,
41362,328221,SHAH TOURS TRAVELS,SHAH GEMS,61.53846153846154,51.85185185185186,11,100.0,
245205,251652,PROPREITOR C K MOHAMMED MUSTHAFA,PROPRIETOR SAJU N S MOHAMMED,63.333333333333336,66.66666666666667,18,65.38461538461539,
3213,83366,ECOGENE CONCEPTS,MOSAIC INFRA CONCEPTS,66.66666666666666,59.45945945945945,11,69.56521739130434,
218266,298242,VENKATESWARA FRAME WORKS,VENKATESWARA POWER SYSTEMS,66.66666666666666,64.0,11,80.0,
134009,158164,INTERACTIVE COMM SERVICE INDIA,AT T COMM SERVICE,82.75862068965517,63.829787234042556,15,61.53846153846154,
118059,169800,VENKATESWARA COIR PRODUCTS,SRILAKSHMI VENKATESWARA ENTERPRISES,63.1578947368421,55.73770491803278,21,68.57142857142857,
37465,298531,G M TEA PACKERS,NATIONAL PACKERS MOVERS,63.63636363636363,52.63157894736843,14,63.63636363636363,
42674,100959,TERAACT CITY,CITY COMPUTER,64.0,40.0,11,64.0,
83642,332214,PATWALA MINERAL MINES L,KRISHNA MINES MINERALS,62.22222222222222,53.333333333333336,12,62.22222222222222,
75649,194679,CONCEPT CLOTHING TEXTILES,FILTER CONCEPT,66.66666666666666,35.89743589743589,18,66.66666666666666,
298143,333080,PROPRIETOR GEORGEY MATHEW,MANAGING PARTNER GEORGE MATHEW,65.45454545454545,65.45454545454545,14,65.45454545454545,
199778,297145,ALLIANCE INTERNATIONAL,BIO ALLIANCE HEALTHCARE,62.22222222222222,57.77777777777777,15,62.22222222222222,
57347,278796,UNIVERSAL ROADWAYS,UNIVERSAL UNEISTRONG,66.66666666666666,63.1578947368421,10,66.66666666666666,
8648,56325,MN ARCHITECTS,PROCESS ARCHITECTS,86.95652173913044,70.96774193548387,7,86.95652173913044,
131272,339459,INTIREO CONCEPTS,CORPORATE CONCEPTS INFRA,66.66666666666666,55.00000000000001,14,66.66666666666666,
66474,85771,AFRO ALLIANCE,ALLIANCE INDUSTRIAL MARKETING,76.19047619047619,38.095238095238095,23,76.19047619047619,
74674,208271,BAJRANG WIND PARK PRIVET,PARK EXIM,61.53846153846154,36.36363636363637,18,61.53846153846154,
306048,333120,BABU RAM,OUSEPH BABU PROPRIETOR,66.66666666666666,40.0,16,66.66666666666666,
154908,220536,JUNEJA SONS STEEL PROCESSORS,BAJAJ PROCESSORS,76.92307692307692,59.09090909090908,15,76.92307692307692,
70441,90593,VENKATESWARA LOGISTICS,LAKSHMI VENKATESWARA TRANSPORTS,70.58823529411765,60.37735849056604,16,100.0,
107149,126236,UNIVERSAL RECEPTACLE,UNIVERSAL TRAVEL,72.22222222222223,72.22222222222221,8,72.22222222222223,
164028,332402,BABU KHARVI PROPRIETOR,AMAL BABU,61.53846153846154,25.806451612903224,19,61.53846153846154,
7931,306964,BRIGHT INDIA PROCESSORS,APOLLO PROCESSORS,74.07407407407408,60.0,12,74.07407407407408,
254875,282435,PIONEER INSP ENG SERVICES,PIONEER ENGINEERING,72.72727272727272,63.63636363636363,12,100.0,
161635,190482,UNIVERSAL STEELS MINES,UNIVERSAL FIRESAFETY EQUIPMENTS,60.37735849056604,60.37735849056604,15,75.0,
135427,215661,MEHAR TRAVELS,MEHAR TOURS TRAVELS,100.0,81.25,6,100.0,
200596,236782,UNIVERSAL TRADING,UNIVERSAL AGRO CHEMICAL INDUSTRIES,69.23076923076923,54.90196078431373,20,100.0,
13402,177003,DEWCARE CONCEPT,FLIP CONCEPT INDIA,63.63636363636363,48.484848484848484,13,73.6842105263158,
239695,282561,KALAJI MINES MINERALS,DURGA MINES,62.5,43.75,15,62.5,
54282,260780,GUJARATTEA PROCESSORS PACKERS,AGARSAIN PACKERS MOVERS,65.38461538461539,53.84615384615385,18,65.38461538461539,
181811,276387,HOTEL DREAMZ RESIDENCY,HRV RESIDENCY,81.81818181818181,68.57142857142857,10,81.81818181818181,
38038,316837,VIJAYA VASAVI TRADERS,VIJAYA TOURS TRAVELS,63.41463414634146,68.29268292682926,8,100.0,
223752,336463,PIONEER RUBCHEM,PIONEER EXPORTS,63.63636363636363,60.0,7,63.63636363636363,
13616,173491,RUDRAKSH ALLIANCE DEVELOPER,TNA ALLIANCE,80.0,51.28205128205128,17,80.0,
42745,124756,GEETHA WOOD INDUSTRIES,VASAVI WOOD INDUSTRIES,81.08108108108108,77.27272727272727,6,54.54545454545455,
16444,348055,LEVEL OFFICE SYSTEMS,ADVANCE OFFICE NEEDS,60.0,60.0,11,60.0,
218205,223807,S C SHAH,MANAV SHAH HUF,66.66666666666666,45.45454545454546,9,66.66666666666666,
74350,269174,JOSEPH SHAJI PROPRIETOR,EBY JOSEPH PROPRIETOR,89.47368421052632,77.27272727272727,10,89.47368421052632,
217722,221781,CONCEPT FACTORY,CONCEPT WEAVERS,66.66666666666666,66.66666666666667,6,66.66666666666666,
6104,341340,SOMA UNIVERSAL LOGISTICS,UNIVERSAL FIRE SAFETY ENGINEERS,61.81818181818182,54.54545454545454,22,78.26086956521739,
230586,291652,PARK,PRISTINE MEGA LOGISTICS PARK,100.0,25.0,24,100.0,
46775,221391,HEAD OF PROJECT BIOM KIRANDUL COM,HEAD OF PROJECT NMDC,85.71428571428571,71.69811320754718,14,73.6842105263158,
224230,238676,UNIVERSAL LIFTING SOLUTIONS,K R UNIVERSAL,81.81818181818181,44.99999999999999,22,81.81818181818181,
88865,231254,JOSEPH S ALUKKAL PROPRIETOR,PROPRIETOR JOSEPH DSILVA,82.92682926829268,39.21568627450981,24,82.92682926829268,
90466,143344,SHYAM MINES MINERALS,VISWATEJA MINES MINERALS,82.35294117647058,77.27272727272727,8,82.35294117647058,
99478,119870,ASHOK INFRAPROPERTIES,ASHOK KUMAR JAIN PROP S R OSWAL,61.53846153846154,53.84615384615385,18,61.53846153846154,
186808,291425,SHIVRAMKA PROCESSORS,URVASHI SYNTHETIC PROCESSORS,66.66666666666666,58.33333333333333,14,66.66666666666666,
243532,257606,PIONEER GENCO,PIONEER MOTOWORLD,70.0,60.0,8,70.0,
224866,300549,ANTEAK CONCEPTS DESIGNS,INNOVATIVE MARKETING CONCEPTS,65.38461538461539,53.84615384615385,23,65.38461538461539,
141486,293842,SRINIVASA SUPPLY CHAIN SOLUTIONS,SRINIVASA ROADLINES,64.28571428571428,58.82352941176471,18,68.29268292682927,
8495,347233,RUKMONI BOARDS,SUGAPRIYA PAPER BOARDS,60.0,50.0,13,60.0,
104836,161837,UNIVERSAL FINANCIAL SERVICES,UNIVERSAL GLOBAL IMPEX,60.0,60.0,14,64.28571428571428,
187534,337062,PIONEER OVERSEAS,PIONEER WINCON ENERGYSYSTEMS LT,60.869565217391305,59.57446808510638,17,60.869565217391305,
120709,229676,ADS,ADS EXPRESS LOGISTICS,100.0,25.0,18,100.0,
18658,131747,MANAGING PARTNER BIJU P JOSEPH,JOSEPH TRAVELS,60.0,27.27272727272727,26,100.0,
275377,323710,PRASANNA TRADING,SHREE KESHARNATH PRASANNA TRAVELS,66.66666666666666,48.97959183673469,21,100.0,
68826,92649,BOMBAY CRANE SERVICE,BOMBAY TEXTILE,60.0,58.82352941176471,10,66.66666666666666,
107913,326156,PLATINUM TOBACCO,D C TOBACCO,77.77777777777777,59.25925925925925,8,77.77777777777777,
67579,165815,SUNEET JAAIN PROP ASHOK KUMAR SONS,AMRATLAL ASHOK KUMAR,70.96774193548387,51.85185185185186,20,70.96774193548387,
122912,151178,CONCEPTS HYGIENE,MONEY CONCEPTS,73.33333333333333,53.333333333333336,12,73.33333333333333,
36461,298370,VENKATESWARA TRANSPORTS,LAKSMI VENKATESWARA,77.41935483870968,57.14285714285714,18,100.0,
182642,263606,S R MINES,OMSAKTHI MINES MINERALS,71.42857142857143,50.0,15,71.42857142857143,
126935,251711,MOHAMMED AHMED TOURS TRAVELS,PROPREITOR MOHAMMED SHAKEEL,61.81818181818182,47.27272727272728,23,72.72727272727272,
9416,117568,KAUSHAL J SHAH HUF,K B SHAH,66.66666666666666,53.84615384615385,11,66.66666666666666,
231907,288917,UNIVERSAL ALUMINIUM,SAVITT UNIVERSAL,72.0,51.42857142857142,17,72.0,
174133,226999,UNIVERSAL CRANES HOIST,UNIVERSAL WIRE PRODUCTS,62.22222222222222,66.66666666666667,11,63.41463414634146,
43017,336463,INDIA PIONEER ENGINEERING,PIONEER EXPORTS,63.63636363636363,50.0,15,100.0,
296787,346298,PIONEER CONVERSIONS,PIONEER STEELS,66.66666666666666,60.60606060606061,9,100.0,
45406,247839,RAGHAV ASSOCIATES,RAGHAV INDUSTRIES,64.70588235294117,64.70588235294117,8,100.0,
52875,274112,SS PACKERS MOVERS MINITRANSPORT,VEE AAR PACKERS,63.63636363636363,34.78260869565217,25,63.63636363636363,
169800,318946,SRILAKSHMI VENKATESWARA ENTERPRISES,VENKATESWARA CANS,82.75862068965517,57.692307692307686,21,82.75862068965517,
294162,342017,KAJAL PACKERS,OMDEO PACKERS MOVERS,70.0,48.484848484848484,12,70.0,
257063,278734,VIJAY GUPTA ARCHITECTS,NP3 ARCHITECTS CONSULTANTS,62.5,50.0,20,62.5,
141258,245849,MANAGING PARTNER JOJO JOSEPH,TOMY JOSEPH MANAGING PARTNER,90.19607843137254,57.14285714285714,24,90.19607843137254,
104265,304681,GRINDKING UNIVERSAL,UNIVERSAL ENGINEERS CHENNAI,64.28571428571428,39.13043478260869,19,64.28571428571428,
48878,226720,UNIVERSAL TELECOM,UNIVERSAL MERCHANDISING SERVICES,69.23076923076923,53.06122448979591,19,69.23076923076923,
175015,229983,RAGHAV AUTOSALES,RAGHAV LOGISTICS,62.5,62.5,7,100.0,
55161,282553,SAI SRINIVASA ENTERPRISES,SRINIVASA TRANSPORTS,66.66666666666666,66.66666666666667,13,100.0,
89294,151178,CONCEPT MOTORPARTS,MONEY CONCEPTS,62.5,50.0,10,62.5,
140231,306544,VED ENGINEERS PACKERS,TEWARI TEA PACKERS BLENDERS I,60.0,43.99999999999999,19,60.0,
6692,245605,ASHOK KUMAR,ASHOK KUMAR RAJENDRA PRASAD,100.0,57.89473684210527,16,100.0,
298231,303930,JOSEPH MOTORS,DIRECTOR SHIJO JOSEPH,64.70588235294117,35.29411764705882,17,64.70588235294117,
205052,267777,UNIVERSAL THREADS,UNIVERSAL SERVICES,74.28571428571428,74.28571428571429,6,100.0,
22275,125710,UNIVERSAL MINING SOLUTIONS,UNIVERSAL AIR TRAVELS TOURS,60.37735849056604,60.37735849056604,13,81.81818181818181,
2665,317633,SRINIVASA MEDICAL ENTERPRISES,LAKSHMI SRINIVASA AGENCIES,65.45454545454545,58.18181818181818,21,70.58823529411765,
189343,267820,AMBERTEX UNIVERSAL EXPORT,NEW UNIVERSAL ASSOCIATES,61.224489795918366,57.14285714285714,15,61.224489795918366,
212980,282552,LAKSHMI VENKATA SRINIVASA TRADERS,SRINIVASA STEELS,72.0,53.06122448979591,21,100.0,
31901,134918,G B REDDY,Y R REDDY CONSTRUCTIONS,71.42857142857143,43.75,16,77.77777777777777,
224866,276465,ANTEAK CONCEPTS DESIGNS,CONCEPT DESIGN CONSTRUCTIONS,62.745098039215684,58.82352941176471,20,76.47058823529412,
123888,239307,PREMIER AUTOMOBILES,PREMIER TRADER,66.66666666666666,60.60606060606061,9,100.0,
70444,92481,SRINIVASA MINERALS,SRINIVASA CARGO CARRIER,66.66666666666666,63.41463414634146,12,66.66666666666666,
133205,187697,WOOD STONE,WOOD DUFT,63.1578947368421,63.1578947368421,5,63.1578947368421,
186474,221651,AAA UNIVERSAL EXIM,UNIVERSAL EXPRESS,69.23076923076923,68.57142857142857,9,69.23076923076923,
53040,342805,UNIVERSAL BOOK STALL,UNIVERSAL WOOD WORKS,70.0,70.0,7,78.26086956521739,
76725,172849,PIONEER TRADERS,PIONEER INFO SOLUTIONS INDIA,63.63636363636363,46.51162790697675,19,100.0,
71353,77054,MANAGING PARTNER SANJU JOSEPH,MANAGING PARTNER JOSHY JOSEPH,88.46153846153847,86.20689655172413,5,88.46153846153847,
121366,250279,UNIVERSAL CERAMIC,REGATTA UNIVERSAL EXPORTS,69.23076923076923,57.14285714285714,15,69.23076923076923,
341803,345756,RADHAKRISHNA MINES MINERALS,S A P MINES,62.5,47.36842105263158,18,62.5,
39346,269243,THOMAS SCARIA PROPRIETOR,SALES THOMAS,66.66666666666666,33.333333333333336,20,66.66666666666666,
53721,274590,VIJAYA PLYWOOD,MURALI VIJAYA AGENCIES,60.0,38.888888888888886,15,63.1578947368421,
36461,282140,VENKATESWARA TRANSPORTS,VENKATESWARA FURNITURE WORKS,70.58823529411765,70.58823529411764,11,100.0,
223289,281947,SS PACKERS,AKAR PACKERS,82.35294117647058,72.72727272727273,4,82.35294117647058,
123680,235878,NATURES TWEET PROCESSORS,UNIROSE TEXTILE PROCESSORS,64.0,72.0,11,69.56521739130434,
85673,160940,FUTURE EPOCH GLOBAL MGMT CONS,G CONS,80.0,34.285714285714285,23,80.0,
48960,131312,WELLDONE CONCEPT,DOMA CONCEPTS,68.9655172413793,68.96551724137932,7,68.9655172413793,
161255,244740,CARBORUNDUM UNIVERSAL,UNIVERSAL UNILOGISTICS,60.0,41.860465116279066,18,60.0,
90593,253216,LAKSHMI VENKATESWARA TRANSPORTS,VENKATESWARA SEA FOODS,70.58823529411765,60.37735849056604,15,85.71428571428571,
176,234757,SUPER DELUXE UNIVERSAL,VGP UNIVERSAL KINGDOM,60.46511627906977,51.162790697674424,19,60.46511627906977,
158164,220114,AT T COMM SERVICE,TATA COMM COLLAB SERVICES,76.19047619047619,71.42857142857143,11,64.0,
5738,101867,UNIVERSAL FABRICATORS,HR UNIVERSAL SYSTEMS,63.41463414634146,58.53658536585367,12,63.41463414634146,
37085,152508,CK MINES MINERALS,BHOM DARBAR MINES MINERALS,90.3225806451613,69.76744186046511,11,90.3225806451613,
140360,241618,VENKATESWARA AUTO FINANCE,VENKATESWARA OXYGEN,77.41935483870968,68.18181818181819,10,100.0,
281670,299144,MANAGING PARTNER ANTONY MATHEW,MANAGER BOVUS MATHEW,64.0,64.0,15,64.0,
304451,323213,ANUTHAM ARCHITECTS CONSTRUCTION,PINNACLE ARCHITECTS,68.9655172413793,52.0,20,71.42857142857143,
261125,306350,CHAITHRA BAR RESTAURANT,EMPIRE RESTAURANT BAR,80.0,59.09090909090908,14,80.0,
209997,293849,K S REDDY,G JAYARAMA REDDY HUF,71.42857142857143,48.275862068965516,13,71.42857142857143,
215415,343591,SHAH SONS,SHAH JI TRADING,61.53846153846154,50.0,9,72.72727272727272,
140080,209946,CITY VACATIONS,CITY CONSTRUCTIE,60.0,60.0,10,60.0,
25226,169948,GLR MINES MINERALS,MURLIDHAR MINES MINERALS,87.5,80.95238095238095,7,87.5,
126198,264619,SHREE LAKSHMI VENKATESWARA,PENUGONDA VENKATESWARA RAO,63.1578947368421,57.692307692307686,16,63.1578947368421,
123680,345001,NATURES TWEET PROCESSORS,HARISH PROCESSORS,74.07407407407408,68.29268292682926,10,74.07407407407408,
126198,212937,SHREE LAKSHMI VENKATESWARA,VENKATESWARA AGENCIES,72.72727272727272,51.06382978723405,21,100.0,
91191,324011,FOYER MINES MINERALS,EMIL MINES MINERAL RESOURCES,66.66666666666666,66.66666666666667,14,66.66666666666666,
51027,85796,AGP CITY GAS,HMS GREEN CITY,61.53846153846154,46.15384615384615,12,61.53846153846154,
110177,331714,CABLE PROCESSORS INDIA,POOJA METAL PROCESSORS,68.18181818181819,59.09090909090908,15,76.92307692307692,
152398,301012,SNEHA FARM SPRIVATE,SNEHA HOSPITAL,60.60606060606061,60.60606060606061,9,71.42857142857143,
166986,261827,REGINAL TRANSPORT OFFICE DAUSA,ESTATE OFFICE,63.1578947368421,51.162790697674424,20,63.1578947368421,
180204,280620,YOGESH METALIYA,YOGESH HERITAGE,66.66666666666666,66.66666666666667,7,66.66666666666666,
252150,306048,BABU PERAM ASSOCIATES,BABU RAM,66.66666666666666,55.172413793103445,13,66.66666666666666,
46926,61636,CHOTA BABU JEWELLERS,BABU RAM JEWELLERS,87.5,73.6842105263158,8,66.66666666666666,
